"Mouse","Stage","Behavior","Time","Amplitude","SEM","Condition"
3,"Baseline","Nest",250,1.37,0.6,"LD"
3,"Baseline","Nest",260,0.45,0.26,"LD"
3,"Baseline","Nest",270,0.35,0.35,"LD"
3,"Baseline","Nest",280,0.7,0.7,"LD"
3,"Baseline","Nest",290,1.12,0.45,"LD"
3,"Baseline","Nest",300,1.55,0.68,"LD"
3,"Baseline","Nest",310,0.32,0.17,"LD"
3,"Baseline","Nest",320,0.55,0.48,"LD"
3,"Baseline","Nest",330,0,0,"LD"
3,"Baseline","Nest",340,0.28,0.18,"LD"
3,"Baseline","Nest",350,1.02,0.67,"LD"
3,"Baseline","Nest",360,2.05,0.8,"LD"
3,"Baseline","Nest",370,1.85,0.66,"LD"
3,"Baseline","Nest",380,1.45,0.67,"LD"
3,"Baseline","Nest",390,0.55,0.4,"LD"
3,"Baseline","Nest",400,0.93,0.79,"LD"
3,"Baseline","Nest",410,0.28,0.28,"LD"
3,"Baseline","Nest",420,0.12,0.06,"LD"
3,"Baseline","Nest",430,0.05,0.05,"LD"
3,"Baseline","Nest",440,0.4,0.33,"LD"
3,"Baseline","Nest",450,0.22,0.08,"LD"
3,"Baseline","Nest",460,0.05,0.03,"LD"
3,"Baseline","Nest",470,0.17,0.17,"LD"
3,"Baseline","Nest",480,0.33,0.2,"LD"
3,"Baseline","Nest",490,0.35,0.13,"LD"
3,"Baseline","Nest",500,0.9,0.57,"LD"
3,"Baseline","Nest",510,0.75,0.48,"LD"
3,"Baseline","Nest",520,0.1,0.1,"LD"
3,"Baseline","Nest",530,0,0,"LD"
3,"Baseline","Nest",540,0.03,0.03,"LD"
3,"Baseline","Nest",550,0.03,0.03,"LD"
3,"Baseline","Nest",560,0.1,0.07,"LD"
3,"Baseline","Nest",570,0.28,0.14,"LD"
3,"Baseline","Nest",580,0.53,0.49,"LD"
3,"Baseline","Nest",590,0.57,0.57,"LD"
3,"Baseline","Nest",600,0.15,0.15,"LD"
3,"Baseline","Nest",610,0.15,0.15,"LD"
3,"Baseline","Nest",620,0.7,0.42,"LD"
3,"Baseline","Nest",630,0.15,0.15,"LD"
3,"Baseline","Nest",640,0,0,"LD"
3,"Baseline","Nest",650,0.05,0.05,"LD"
3,"Baseline","Nest",660,0,0,"LD"
3,"Baseline","Nest",670,0.25,0.25,"LD"
3,"Baseline","Nest",680,0.6,0.23,"LD"
3,"Baseline","Nest",690,1.47,0.58,"LD"
3,"Baseline","Nest",700,0.57,0.33,"LD"
3,"Baseline","Nest",710,0.72,0.47,"LD"
3,"Baseline","Nest",720,0.78,0.4,"LD"
3,"Baseline","Nest",730,1.45,0.51,"LD"
3,"Baseline","Nest",740,1.75,0.34,"LD"
3,"Baseline","Nest",750,2.15,0.31,"LD"
3,"Baseline","Nest",760,2.1,0.15,"LD"
3,"Baseline","Nest",770,1.92,0.12,"LD"
3,"Baseline","Nest",780,2.53,0.27,"LD"
3,"Baseline","Nest",790,1.85,0.14,"LD"
3,"Baseline","Nest",800,2.15,0.29,"LD"
3,"Baseline","Nest",810,2,0.25,"LD"
3,"Baseline","Nest",820,2.1,0.36,"LD"
3,"Baseline","Nest",830,2.5,0.53,"LD"
3,"Baseline","Nest",840,1.5,0.53,"LD"
3,"Baseline","Nest",850,1.27,0.58,"LD"
3,"Baseline","Nest",860,0.87,0.32,"LD"
3,"Baseline","Nest",870,0.85,0.53,"LD"
3,"Baseline","Nest",880,0.75,0.52,"LD"
3,"Baseline","Nest",890,1.25,0.76,"LD"
3,"Baseline","Nest",900,0.77,0.37,"LD"
3,"Baseline","Nest",910,1.4,0.12,"LD"
3,"Baseline","Nest",920,1.9,0.21,"LD"
3,"Baseline","Nest",930,2.08,0.34,"LD"
3,"Baseline","Nest",940,2.35,0.32,"LD"
3,"Baseline","Nest",950,1.33,0.41,"LD"
3,"Baseline","Nest",960,2.15,0.32,"LD"
3,"Baseline","Nest",970,1.3,0.48,"LD"
3,"Baseline","Nest",980,1.07,0.37,"LD"
3,"Baseline","Nest",990,1.4,0.55,"LD"
3,"Baseline","Nest",1000,1.42,0.48,"LD"
3,"Baseline","Nest",1010,0.98,0.46,"LD"
3,"Baseline","Nest",1020,0.47,0.41,"LD"
3,"Baseline","Nest",1030,0.2,0.12,"LD"
3,"Baseline","Nest",1040,0.03,0.03,"LD"
3,"Baseline","Nest",1050,0.33,0.26,"LD"
3,"Baseline","Nest",1060,1.55,0.45,"LD"
3,"Baseline","Nest",1070,0.87,0.52,"LD"
3,"Baseline","Nest",1080,1.35,0.72,"LD"
3,"Baseline","Nest",1090,1.48,0.63,"LD"
3,"Baseline","Nest",1100,1.73,0.3,"LD"
3,"Baseline","Nest",1110,2.4,0.04,"LD"
3,"Baseline","Nest",1120,2.17,0.08,"LD"
3,"Baseline","Nest",1130,2.05,0.61,"LD"
3,"Baseline","Nest",1140,1.1,0.56,"LD"
3,"Baseline","Nest",1150,1.4,0.72,"LD"
3,"Baseline","Nest",1160,1.5,0.64,"LD"
3,"Baseline","Nest",1170,0.75,0.55,"LD"
3,"Baseline","Nest",1180,0.08,0.05,"LD"
3,"Baseline","Nest",1190,0.03,0.03,"LD"
3,"Baseline","Nest",1200,0.08,0.05,"LD"
3,"Baseline","Nest",1210,0.82,0.51,"LD"
3,"Baseline","Nest",1220,0.83,0.33,"LD"
3,"Baseline","Nest",1230,0.23,0.13,"LD"
3,"Baseline","Nest",1240,0.2,0.2,"LD"
3,"Baseline","Nest",1250,0.28,0.12,"LD"
3,"Baseline","Nest",1260,1.2,0.41,"LD"
3,"Baseline","Nest",1270,0.7,0.39,"LD"
3,"Baseline","Nest",1280,0.97,0.42,"LD"
3,"Baseline","Nest",1290,1.05,0.65,"LD"
3,"Baseline","Nest",1300,0.87,0.46,"LD"
3,"Baseline","Nest",1310,0.47,0.32,"LD"
3,"Baseline","Nest",1320,0.65,0.49,"LD"
3,"Baseline","Nest",1330,0.68,0.29,"LD"
3,"Baseline","Nest",1340,1.8,0.54,"LD"
3,"Baseline","Nest",1350,2.05,0.23,"LD"
3,"Baseline","Nest",1360,1.9,0.29,"LD"
3,"Baseline","Nest",1370,1.93,0.14,"LD"
3,"Baseline","Nest",1380,2.03,0.3,"LD"
3,"Baseline","Nest",1390,1.77,0.41,"LD"
3,"Baseline","Nest",1400,2.02,0.32,"LD"
3,"Baseline","Nest",1410,2,0.36,"LD"
3,"Baseline","Nest",1420,2.7,0.15,"LD"
3,"Baseline","Nest",1430,1.97,0.38,"LD"
3,"Shocks","Nest",0,1.9,0.27,"LD"
3,"Shocks","Nest",10,2.4,0.21,"LD"
3,"Shocks","Nest",20,2.03,0.29,"LD"
3,"Shocks","Nest",30,2.37,0.37,"LD"
3,"Shocks","Nest",40,2.17,0.21,"LD"
3,"Shocks","Nest",50,1.95,0.32,"LD"
3,"Shocks","Nest",60,1.1,0.48,"LD"
3,"Shocks","Nest",70,0.05,0.03,"LD"
3,"Shocks","Nest",80,0.08,0.05,"LD"
3,"Shocks","Nest",90,0,0,"LD"
3,"Shocks","Nest",100,0,0,"LD"
3,"Shocks","Nest",110,0.08,0.03,"LD"
3,"Shocks","Nest",120,0.05,0.05,"LD"
3,"Shocks","Nest",130,0.05,0.03,"LD"
3,"Shocks","Nest",140,0.03,0.03,"LD"
3,"Shocks","Nest",150,0.03,0.03,"LD"
3,"Shocks","Nest",160,0.03,0.03,"LD"
3,"Shocks","Nest",170,0.08,0.05,"LD"
3,"Shocks","Nest",180,0.62,0.21,"LD"
3,"Shocks","Nest",190,0.08,0.05,"LD"
3,"Shocks","Nest",200,0.15,0.06,"LD"
3,"Shocks","Nest",210,0.15,0.06,"LD"
3,"Shocks","Nest",220,0.05,0.03,"LD"
3,"Shocks","Nest",230,0.63,0.28,"LD"
3,"Shocks","Nest",240,0.22,0.13,"LD"
3,"Shocks","Nest",250,0.4,0.33,"LD"
3,"Shocks","Nest",260,0.73,0.66,"LD"
3,"Shocks","Nest",270,0.7,0.5,"LD"
3,"Shocks","Nest",280,1.05,0.61,"LD"
3,"Shocks","Nest",290,1.48,0.84,"LD"
3,"Shocks","Nest",300,0.85,0.82,"LD"
3,"Shocks","Nest",310,0.9,0.87,"LD"
3,"Shocks","Nest",320,1.12,0.96,"LD"
3,"Shocks","Nest",330,1.5,0.98,"LD"
3,"Shocks","Nest",340,1.07,0.98,"LD"
3,"Shocks","Nest",350,0.8,0.8,"LD"
3,"Shocks","Nest",360,0.93,0.86,"LD"
3,"Shocks","Nest",370,0.87,0.87,"LD"
3,"Shocks","Nest",380,0.53,0.53,"LD"
3,"Shocks","Nest",390,0.1,0.04,"LD"
3,"Shocks","Nest",400,0.25,0.18,"LD"
3,"Shocks","Nest",410,0.9,0.56,"LD"
3,"Shocks","Nest",420,1.02,0.57,"LD"
3,"Shocks","Nest",430,0.97,0.72,"LD"
3,"Shocks","Nest",440,0.62,0.5,"LD"
3,"Shocks","Nest",450,0.12,0.08,"LD"
3,"Shocks","Nest",460,0.05,0.05,"LD"
3,"Shocks","Nest",470,0,0,"LD"
3,"Shocks","Nest",480,0.08,0.05,"LD"
3,"Shocks","Nest",490,0.03,0.03,"LD"
3,"Shocks","Nest",500,0.05,0.03,"LD"
3,"Shocks","Nest",510,0.05,0.03,"LD"
3,"Shocks","Nest",520,0.5,0.18,"LD"
3,"Shocks","Nest",530,0.1,0.1,"LD"
3,"Shocks","Nest",540,0.3,0.12,"LD"
3,"Shocks","Nest",550,1.07,0.56,"LD"
3,"Shocks","Nest",560,0.12,0.12,"LD"
3,"Shocks","Nest",570,0.07,0.07,"LD"
3,"Shocks","Nest",580,0.17,0.1,"LD"
3,"Shocks","Nest",590,0.4,0.4,"LD"
3,"Shocks","Nest",600,0.33,0.24,"LD"
3,"Shocks","Nest",610,0.28,0.24,"LD"
3,"Shocks","Nest",620,0.12,0.06,"LD"
3,"Shocks","Nest",630,0.05,0.05,"LD"
3,"Shocks","Nest",640,0.12,0.09,"LD"
3,"Shocks","Nest",650,2.35,0.79,"LD"
3,"Shocks","Nest",660,1.23,0.64,"LD"
3,"Shocks","Nest",670,0.37,0.19,"LD"
3,"Shocks","Nest",680,0.12,0.05,"LD"
3,"Shocks","Nest",690,0.3,0.14,"LD"
3,"Shocks","Nest",700,1.03,0.38,"LD"
3,"Shocks","Nest",710,0.97,0.82,"LD"
3,"Shocks","Nest",720,1.1,0.25,"LD"
3,"Shocks","Nest",730,2.25,0.38,"LD"
3,"Shocks","Nest",740,1.4,0.14,"LD"
3,"Shocks","Nest",750,1.85,0.35,"LD"
3,"Shocks","Nest",760,1.57,0.3,"LD"
3,"Shocks","Nest",770,1.6,0.19,"LD"
3,"Shocks","Nest",780,2.12,0.17,"LD"
3,"Shocks","Nest",790,1.37,0.25,"LD"
3,"Shocks","Nest",800,1.3,0.26,"LD"
3,"Shocks","Nest",810,1.68,0.29,"LD"
3,"Shocks","Nest",820,2.05,0.58,"LD"
3,"Shocks","Nest",830,1.65,0.58,"LD"
3,"Shocks","Nest",840,1.82,0.34,"LD"
3,"Shocks","Nest",850,1.75,0.53,"LD"
3,"Shocks","Nest",860,1.08,0.09,"LD"
3,"Shocks","Nest",870,1,0.5,"LD"
3,"Shocks","Nest",880,1.65,0.66,"LD"
3,"Shocks","Nest",890,1.45,0.22,"LD"
3,"Shocks","Nest",900,1.4,0.44,"LD"
3,"Shocks","Nest",910,1.3,0.67,"LD"
3,"Shocks","Nest",920,1.43,0.44,"LD"
3,"Shocks","Nest",930,1.08,0.31,"LD"
3,"Shocks","Nest",940,1.15,0.61,"LD"
3,"Shocks","Nest",950,0.9,0.47,"LD"
3,"Shocks","Nest",960,1.05,0.48,"LD"
3,"Shocks","Nest",970,0.97,0.3,"LD"
3,"Shocks","Nest",980,0.55,0.24,"LD"
3,"Shocks","Nest",990,1.02,0.52,"LD"
3,"Shocks","Nest",1000,1.15,0.35,"LD"
3,"Shocks","Nest",1010,1.35,0.39,"LD"
3,"Shocks","Nest",1020,1.6,0.56,"LD"
3,"Shocks","Nest",1030,1.25,0.53,"LD"
3,"Shocks","Nest",1040,1.67,0.22,"LD"
3,"Shocks","Nest",1050,1.65,0.49,"LD"
3,"Shocks","Nest",1060,1.1,0.5,"LD"
3,"Shocks","Nest",1070,1.42,0.47,"LD"
3,"Shocks","Nest",1080,1.42,0.59,"LD"
3,"Shocks","Nest",1090,1.4,0.49,"LD"
3,"Shocks","Nest",1100,1.3,0.72,"LD"
3,"Shocks","Nest",1110,1.55,0.39,"LD"
3,"Shocks","Nest",1120,0.85,0.43,"LD"
3,"Shocks","Nest",1130,1.07,0.46,"LD"
3,"Shocks","Nest",1140,0.95,0.23,"LD"
3,"Shocks","Nest",1150,1.85,0.55,"LD"
3,"Shocks","Nest",1160,1.43,0.7,"LD"
3,"Shocks","Nest",1170,0.7,0.41,"LD"
3,"Shocks","Nest",1180,0.9,0.53,"LD"
3,"Shocks","Nest",1190,1,0.64,"LD"
3,"Shocks","Nest",1200,1.2,0.63,"LD"
3,"Shocks","Nest",1210,0.77,0.68,"LD"
3,"Shocks","Nest",1220,0.87,0.71,"LD"
3,"Shocks","Nest",1230,0.82,0.22,"LD"
3,"Shocks","Nest",1240,0.9,0.44,"LD"
3,"Shocks","Nest",1250,0.28,0.14,"LD"
3,"Shocks","Nest",1260,0.25,0.13,"LD"
3,"Shocks","Nest",1270,0.5,0.28,"LD"
3,"Shocks","Nest",1280,1,0.49,"LD"
3,"Shocks","Nest",1290,0.85,0.37,"LD"
3,"Shocks","Nest",1300,0.65,0.2,"LD"
3,"Shocks","Nest",1310,0.35,0.23,"LD"
3,"Shocks","Nest",1320,0.57,0.23,"LD"
3,"Shocks","Nest",1330,0.8,0.2,"LD"
3,"Shocks","Nest",1340,1.07,0.31,"LD"
3,"Shocks","Nest",1350,1.48,0.15,"LD"
3,"Shocks","Nest",1360,0.83,0.21,"LD"
3,"Shocks","Nest",1370,0.82,0.34,"LD"
3,"Shocks","Nest",1380,0.87,0.27,"LD"
3,"Shocks","Nest",1390,1.35,0.22,"LD"
3,"Shocks","Nest",1400,2.17,0.15,"LD"
3,"Shocks","Nest",1410,1.82,0.31,"LD"
3,"Shocks","Nest",1420,1.8,0.32,"LD"
3,"Shocks","Nest",1430,2.15,0.25,"LD"
1,"Baseline","Motion",0,0.85,0.18,"LD"
1,"Baseline","Motion",10,0.875,0.33,"LD"
1,"Baseline","Motion",20,0.45,0.1,"LD"
1,"Baseline","Motion",30,0.55,0.3,"LD"
1,"Baseline","Motion",40,0.4,0.16,"LD"
1,"Baseline","Motion",50,0.5,0.19,"LD"
1,"Baseline","Motion",60,0.475,0.29,"LD"
1,"Baseline","Motion",70,0.75,0.45,"LD"
1,"Baseline","Motion",80,0.75,0.32,"LD"
1,"Baseline","Motion",90,0.325,0.265,"LD"
1,"Baseline","Motion",100,0.825,0.565,"LD"
1,"Baseline","Motion",110,0.425,0.37,"LD"
1,"Baseline","Motion",120,0.3,0.15,"LD"
1,"Baseline","Motion",130,0.425,0.27,"LD"
1,"Baseline","Motion",140,0.175,0.15,"LD"
1,"Baseline","Motion",150,0.125,0.105,"LD"
1,"Baseline","Motion",160,0.025,0.025,"LD"
1,"Baseline","Motion",170,0.025,0.025,"LD"
1,"Baseline","Motion",180,0.025,0.025,"LD"
1,"Baseline","Motion",190,0,0,"LD"
1,"Baseline","Motion",200,0,0,"LD"
1,"Baseline","Motion",210,0,0,"LD"
1,"Baseline","Motion",220,0.1,0.1,"LD"
1,"Baseline","Motion",230,0,0,"LD"
1,"Baseline","Motion",240,0.275,0.275,"LD"
1,"Baseline","Motion",250,0.65,0.25,"LD"
1,"Baseline","Motion",260,0.35,0.235,"LD"
1,"Baseline","Motion",270,0.55,0.55,"LD"
1,"Baseline","Motion",280,0.175,0.11,"LD"
1,"Baseline","Motion",290,0.4,0.285,"LD"
1,"Baseline","Motion",300,1.075,0.55,"LD"
1,"Baseline","Motion",310,0.55,0.365,"LD"
1,"Baseline","Motion",320,0.575,0.3,"LD"
1,"Baseline","Motion",330,0.35,0.205,"LD"
1,"Baseline","Motion",340,0.425,0.395,"LD"
1,"Baseline","Motion",350,0.025,0.025,"LD"
1,"Baseline","Motion",360,0.15,0.1,"LD"
1,"Baseline","Motion",370,0.3,0.27,"LD"
1,"Baseline","Motion",380,0.125,0.125,"LD"
1,"Baseline","Motion",390,0.05,0.05,"LD"
1,"Baseline","Motion",400,0,0,"LD"
1,"Baseline","Motion",410,0,0,"LD"
1,"Baseline","Motion",420,0.025,0.025,"LD"
1,"Baseline","Motion",430,0,0,"LD"
1,"Baseline","Motion",440,0.5,0.47,"LD"
1,"Baseline","Motion",450,0.45,0.45,"LD"
1,"Baseline","Motion",460,0.05,0.05,"LD"
1,"Baseline","Motion",470,0,0,"LD"
1,"Baseline","Motion",480,0,0,"LD"
1,"Baseline","Motion",490,0,0,"LD"
1,"Baseline","Motion",500,0,0,"LD"
1,"Baseline","Motion",510,0,0,"LD"
1,"Baseline","Motion",520,0,0,"LD"
1,"Baseline","Motion",530,0,0,"LD"
1,"Baseline","Motion",540,0.2,0.2,"LD"
1,"Baseline","Motion",550,0.7,0.355,"LD"
1,"Baseline","Motion",560,0.6,0.28,"LD"
1,"Baseline","Motion",570,0.05,0.05,"LD"
1,"Baseline","Motion",580,0.1,0.1,"LD"
1,"Baseline","Motion",590,0.125,0.125,"LD"
1,"Baseline","Motion",600,0.375,0.295,"LD"
1,"Baseline","Motion",610,0,0,"LD"
1,"Baseline","Motion",620,0,0,"LD"
1,"Baseline","Motion",630,0,0,"LD"
1,"Baseline","Motion",640,0,0,"LD"
1,"Baseline","Motion",650,0,0,"LD"
1,"Baseline","Motion",660,0,0,"LD"
1,"Baseline","Motion",670,0.225,0.225,"LD"
1,"Baseline","Motion",680,0.4,0.315,"LD"
1,"Baseline","Motion",690,0.4,0.235,"LD"
1,"Baseline","Motion",700,0.1,0.1,"LD"
1,"Baseline","Motion",710,0,0,"LD"
1,"Baseline","Motion",720,0.075,0.075,"LD"
1,"Baseline","Motion",730,0.7,0.3,"LD"
1,"Baseline","Motion",740,0.75,0.31,"LD"
1,"Baseline","Motion",750,1.125,0.37,"LD"
1,"Baseline","Motion",760,0.775,0.28,"LD"
1,"Baseline","Motion",770,0.55,0.25,"LD"
1,"Baseline","Motion",780,0.35,0.285,"LD"
1,"Baseline","Motion",790,1.05,0.33,"LD"
1,"Baseline","Motion",800,0.525,0.32,"LD"
1,"Baseline","Motion",810,0.9,0.345,"LD"
1,"Baseline","Motion",820,0.5,0.2,"LD"
1,"Baseline","Motion",830,0.275,0.17,"LD"
1,"Baseline","Motion",840,0.55,0.355,"LD"
1,"Baseline","Motion",850,0.6,0.295,"LD"
1,"Baseline","Motion",860,0.2,0.145,"LD"
1,"Baseline","Motion",870,0.3,0.3,"LD"
1,"Baseline","Motion",880,0.325,0.325,"LD"
1,"Baseline","Motion",890,0.125,0.125,"LD"
1,"Baseline","Motion",900,0.45,0.36,"LD"
1,"Baseline","Motion",910,0.6,0.275,"LD"
1,"Baseline","Motion",920,0.5,0.21,"LD"
1,"Baseline","Motion",930,0.65,0.375,"LD"
1,"Baseline","Motion",940,0.475,0.25,"LD"
1,"Baseline","Motion",950,0.425,0.245,"LD"
1,"Baseline","Motion",960,0.4,0.34,"LD"
1,"Baseline","Motion",970,0.525,0.38,"LD"
1,"Baseline","Motion",980,0.3,0.155,"LD"
1,"Baseline","Motion",990,1.05,0.4,"LD"
1,"Baseline","Motion",1000,0.425,0.265,"LD"
1,"Baseline","Motion",1010,0.3,0.3,"LD"
1,"Baseline","Motion",1020,0.15,0.15,"LD"
1,"Baseline","Motion",1030,0.025,0.025,"LD"
1,"Baseline","Motion",1040,0.25,0.25,"LD"
1,"Baseline","Motion",1050,0.425,0.31,"LD"
1,"Baseline","Motion",1060,0.275,0.275,"LD"
1,"Baseline","Motion",1070,0.3,0.3,"LD"
1,"Baseline","Motion",1080,0.35,0.35,"LD"
1,"Baseline","Motion",1090,0.025,0.025,"LD"
1,"Baseline","Motion",1100,0.175,0.125,"LD"
1,"Baseline","Motion",1110,0.65,0.305,"LD"
1,"Baseline","Motion",1120,0.5,0.23,"LD"
1,"Baseline","Motion",1130,0.275,0.18,"LD"
1,"Baseline","Motion",1140,0.375,0.325,"LD"
1,"Baseline","Motion",1150,1,0.45,"LD"
1,"Baseline","Motion",1160,0.525,0.23,"LD"
1,"Baseline","Motion",1170,0.675,0.36,"LD"
1,"Baseline","Motion",1180,0.1,0.1,"LD"
1,"Baseline","Motion",1190,0,0,"LD"
1,"Baseline","Motion",1200,0.1,0.1,"LD"
1,"Baseline","Motion",1210,0.075,0.075,"LD"
1,"Baseline","Motion",1220,0.05,0.05,"LD"
1,"Baseline","Motion",1230,0.125,0.075,"LD"
1,"Baseline","Motion",1240,0,0,"LD"
1,"Baseline","Motion",1250,0.3,0.24,"LD"
1,"Baseline","Motion",1260,0.3,0.3,"LD"
1,"Baseline","Motion",1270,0.35,0.3,"LD"
1,"Baseline","Motion",1280,0.175,0.12,"LD"
1,"Baseline","Motion",1290,0.275,0.245,"LD"
1,"Baseline","Motion",1300,0.45,0.245,"LD"
1,"Baseline","Motion",1310,0.175,0.175,"LD"
1,"Baseline","Motion",1320,1,0.77,"LD"
1,"Baseline","Motion",1330,0.125,0.125,"LD"
1,"Baseline","Motion",1340,0.175,0.12,"LD"
1,"Baseline","Motion",1350,0.225,0.17,"LD"
1,"Baseline","Motion",1360,0.625,0.195,"LD"
1,"Baseline","Motion",1370,1.275,0.285,"LD"
1,"Baseline","Motion",1380,0.45,0.255,"LD"
1,"Baseline","Motion",1390,1.3,0.4,"LD"
1,"Baseline","Motion",1400,1.05,0.435,"LD"
1,"Baseline","Motion",1410,1.025,0.315,"LD"
1,"Baseline","Motion",1420,0.825,0.205,"LD"
1,"Baseline","Motion",1430,0.875,0.34,"LD"
1,"Shocks","Motion",0,0.275,0.155,"LD"
1,"Shocks","Motion",10,0.125,0.125,"LD"
1,"Shocks","Motion",20,0,0,"LD"
1,"Shocks","Motion",30,0,0,"LD"
1,"Shocks","Motion",40,0,0,"LD"
1,"Shocks","Motion",50,0,0,"LD"
1,"Shocks","Motion",60,0,0,"LD"
1,"Shocks","Motion",70,0,0,"LD"
1,"Shocks","Motion",80,0,0,"LD"
1,"Shocks","Motion",90,0,0,"LD"
1,"Shocks","Motion",100,0,0,"LD"
1,"Shocks","Motion",110,0,0,"LD"
1,"Shocks","Motion",120,0,0,"LD"
1,"Shocks","Motion",130,0,0,"LD"
1,"Shocks","Motion",140,0,0,"LD"
1,"Shocks","Motion",150,0,0,"LD"
1,"Shocks","Motion",160,0.025,0.025,"LD"
1,"Shocks","Motion",170,0.05,0.05,"LD"
1,"Shocks","Motion",180,0,0,"LD"
1,"Shocks","Motion",190,0,0,"LD"
1,"Shocks","Motion",200,0,0,"LD"
1,"Shocks","Motion",210,0,0,"LD"
1,"Shocks","Motion",220,0,0,"LD"
1,"Shocks","Motion",230,0,0,"LD"
1,"Shocks","Motion",240,0,0,"LD"
1,"Shocks","Motion",250,0.175,0.175,"LD"
1,"Shocks","Motion",260,0.025,0.025,"LD"
1,"Shocks","Motion",270,0,0,"LD"
1,"Shocks","Motion",280,0.15,0.15,"LD"
1,"Shocks","Motion",290,0.125,0.125,"LD"
1,"Shocks","Motion",300,0.375,0.345,"LD"
1,"Shocks","Motion",310,0.425,0.335,"LD"
1,"Shocks","Motion",320,0.6,0.535,"LD"
1,"Shocks","Motion",330,0,0,"LD"
1,"Shocks","Motion",340,0,0,"LD"
1,"Shocks","Motion",350,0.225,0.225,"LD"
1,"Shocks","Motion",360,0.15,0.15,"LD"
1,"Shocks","Motion",370,0.225,0.225,"LD"
1,"Shocks","Motion",380,0.3,0.23,"LD"
1,"Shocks","Motion",390,0.2,0.2,"LD"
1,"Shocks","Motion",400,0.125,0.125,"LD"
1,"Shocks","Motion",410,0.3,0.205,"LD"
1,"Shocks","Motion",420,0.2,0.17,"LD"
1,"Shocks","Motion",430,0,0,"LD"
1,"Shocks","Motion",440,0,0,"LD"
1,"Shocks","Motion",450,0,0,"LD"
1,"Shocks","Motion",460,0,0,"LD"
1,"Shocks","Motion",470,0,0,"LD"
1,"Shocks","Motion",480,0,0,"LD"
1,"Shocks","Motion",490,0,0,"LD"
1,"Shocks","Motion",500,0,0,"LD"
1,"Shocks","Motion",510,0,0,"LD"
1,"Shocks","Motion",520,0,0,"LD"
1,"Shocks","Motion",530,0,0,"LD"
1,"Shocks","Motion",540,0.175,0.175,"LD"
1,"Shocks","Motion",550,0,0,"LD"
1,"Shocks","Motion",560,0.1,0.1,"LD"
1,"Shocks","Motion",570,0,0,"LD"
1,"Shocks","Motion",580,0.1,0.1,"LD"
1,"Shocks","Motion",590,0,0,"LD"
1,"Shocks","Motion",600,0.15,0.15,"LD"
1,"Shocks","Motion",610,0.05,0.05,"LD"
1,"Shocks","Motion",620,0,0,"LD"
1,"Shocks","Motion",630,0.075,0.075,"LD"
1,"Shocks","Motion",640,0.05,0.05,"LD"
1,"Shocks","Motion",650,0.125,0.125,"LD"
1,"Shocks","Motion",660,0.15,0.095,"LD"
1,"Shocks","Motion",670,0.05,0.05,"LD"
1,"Shocks","Motion",680,0.1,0.1,"LD"
1,"Shocks","Motion",690,0.425,0.26,"LD"
1,"Shocks","Motion",700,0.25,0.195,"LD"
1,"Shocks","Motion",710,0.125,0.125,"LD"
1,"Shocks","Motion",720,1.3,0.365,"LD"
1,"Shocks","Motion",730,1.075,0.39,"LD"
1,"Shocks","Motion",740,1.8,0.295,"LD"
1,"Shocks","Motion",750,1.7,0.33,"LD"
1,"Shocks","Motion",760,1.075,0.295,"LD"
1,"Shocks","Motion",770,1.275,0.49,"LD"
1,"Shocks","Motion",780,1,0.465,"LD"
1,"Shocks","Motion",790,0.875,0.425,"LD"
1,"Shocks","Motion",800,1.1,0.405,"LD"
1,"Shocks","Motion",810,1.1,0.405,"LD"
1,"Shocks","Motion",820,1.15,0.26,"LD"
1,"Shocks","Motion",830,0.7,0.265,"LD"
1,"Shocks","Motion",840,0.475,0.34,"LD"
1,"Shocks","Motion",850,0.75,0.385,"LD"
1,"Shocks","Motion",860,0.575,0.32,"LD"
1,"Shocks","Motion",870,0.55,0.265,"LD"
1,"Shocks","Motion",880,0.2,0.2,"LD"
1,"Shocks","Motion",890,0.175,0.175,"LD"
1,"Shocks","Motion",900,0.275,0.275,"LD"
1,"Shocks","Motion",910,0.45,0.26,"LD"
1,"Shocks","Motion",920,0.5,0.27,"LD"
1,"Shocks","Motion",930,0.35,0.25,"LD"
1,"Shocks","Motion",940,0.425,0.265,"LD"
1,"Shocks","Motion",950,0.925,0.58,"LD"
1,"Shocks","Motion",960,0.625,0.3,"LD"
1,"Shocks","Motion",970,0.475,0.39,"LD"
1,"Shocks","Motion",980,0.2,0.17,"LD"
1,"Shocks","Motion",990,0.125,0.085,"LD"
1,"Shocks","Motion",1000,0.625,0.345,"LD"
1,"Shocks","Motion",1010,0.375,0.245,"LD"
1,"Shocks","Motion",1020,0.525,0.155,"LD"
1,"Shocks","Motion",1030,1.175,0.4,"LD"
1,"Shocks","Motion",1040,0.825,0.3,"LD"
1,"Shocks","Motion",1050,0.15,0.09,"LD"
1,"Shocks","Motion",1060,0.75,0.35,"LD"
1,"Shocks","Motion",1070,0.375,0.24,"LD"
1,"Shocks","Motion",1080,0.225,0.14,"LD"
1,"Shocks","Motion",1090,0.425,0.335,"LD"
1,"Shocks","Motion",1100,0.625,0.325,"LD"
1,"Shocks","Motion",1110,0.275,0.185,"LD"
1,"Shocks","Motion",1120,0.325,0.325,"LD"
1,"Shocks","Motion",1130,0.775,0.44,"LD"
1,"Shocks","Motion",1140,0.575,0.265,"LD"
