"Mouse","Stage","Behavior","Time","Amplitude","SEM","Condition"
4,"Baseline","Food",1330,0.23,0.19,"LD"
4,"Baseline","Food",1340,0,0,"LD"
4,"Baseline","Food",1350,0,0,"LD"
4,"Baseline","Food",1360,0,0,"LD"
4,"Baseline","Food",1370,0.05,0.05,"LD"
4,"Baseline","Food",1380,0.15,0.15,"LD"
4,"Baseline","Food",1390,0.07,0.07,"LD"
4,"Baseline","Food",1400,0,0,"LD"
4,"Baseline","Food",1410,0.15,0.1,"LD"
4,"Baseline","Food",1420,0.1,0.1,"LD"
4,"Baseline","Food",1430,0,0,"LD"
4,"Shocks","Food",0,0.05,0.05,"LD"
4,"Shocks","Food",10,0,0,"LD"
4,"Shocks","Food",20,0,0,"LD"
4,"Shocks","Food",30,0,0,"LD"
4,"Shocks","Food",40,0,0,"LD"
4,"Shocks","Food",50,0,0,"LD"
4,"Shocks","Food",60,0,0,"LD"
4,"Shocks","Food",70,0,0,"LD"
4,"Shocks","Food",80,0,0,"LD"
4,"Shocks","Food",90,0,0,"LD"
4,"Shocks","Food",100,0,0,"LD"
4,"Shocks","Food",110,0,0,"LD"
4,"Shocks","Food",120,0,0,"LD"
4,"Shocks","Food",130,0,0,"LD"
4,"Shocks","Food",140,0,0,"LD"
4,"Shocks","Food",150,0,0,"LD"
4,"Shocks","Food",160,0,0,"LD"
4,"Shocks","Food",170,0,0,"LD"
4,"Shocks","Food",180,0,0,"LD"
4,"Shocks","Food",190,0,0,"LD"
4,"Shocks","Food",200,0,0,"LD"
4,"Shocks","Food",210,0,0,"LD"
4,"Shocks","Food",220,0,0,"LD"
4,"Shocks","Food",230,0,0,"LD"
4,"Shocks","Food",240,0,0,"LD"
4,"Shocks","Food",250,0,0,"LD"
4,"Shocks","Food",260,0,0,"LD"
4,"Shocks","Food",270,0,0,"LD"
4,"Shocks","Food",280,0,0,"LD"
4,"Shocks","Food",290,0,0,"LD"
4,"Shocks","Food",300,0,0,"LD"
4,"Shocks","Food",310,0,0,"LD"
4,"Shocks","Food",320,0,0,"LD"
4,"Shocks","Food",330,0,0,"LD"
4,"Shocks","Food",340,0,0,"LD"
4,"Shocks","Food",350,0,0,"LD"
4,"Shocks","Food",360,0,0,"LD"
4,"Shocks","Food",370,0,0,"LD"
4,"Shocks","Food",380,0,0,"LD"
4,"Shocks","Food",390,0,0,"LD"
4,"Shocks","Food",400,0,0,"LD"
4,"Shocks","Food",410,0,0,"LD"
4,"Shocks","Food",420,0,0,"LD"
4,"Shocks","Food",430,0,0,"LD"
4,"Shocks","Food",440,0,0,"LD"
4,"Shocks","Food",450,0,0,"LD"
4,"Shocks","Food",460,0,0,"LD"
4,"Shocks","Food",470,0,0,"LD"
4,"Shocks","Food",480,0,0,"LD"
4,"Shocks","Food",490,0,0,"LD"
4,"Shocks","Food",500,0,0,"LD"
4,"Shocks","Food",510,0,0,"LD"
4,"Shocks","Food",520,0,0,"LD"
4,"Shocks","Food",530,0,0,"LD"
4,"Shocks","Food",540,0,0,"LD"
4,"Shocks","Food",550,0,0,"LD"
4,"Shocks","Food",560,0,0,"LD"
4,"Shocks","Food",570,0,0,"LD"
4,"Shocks","Food",580,0,0,"LD"
4,"Shocks","Food",590,0,0,"LD"
4,"Shocks","Food",600,0,0,"LD"
4,"Shocks","Food",610,0,0,"LD"
4,"Shocks","Food",620,0,0,"LD"
4,"Shocks","Food",630,0,0,"LD"
4,"Shocks","Food",640,0,0,"LD"
4,"Shocks","Food",650,0,0,"LD"
4,"Shocks","Food",660,0,0,"LD"
4,"Shocks","Food",670,0,0,"LD"
4,"Shocks","Food",680,0,0,"LD"
4,"Shocks","Food",690,0,0,"LD"
4,"Shocks","Food",700,0,0,"LD"
4,"Shocks","Food",710,0,0,"LD"
4,"Shocks","Food",720,0.38,0.05,"LD"
4,"Shocks","Food",730,0.4,0.16,"LD"
4,"Shocks","Food",740,0.2,0.04,"LD"
4,"Shocks","Food",750,0.15,0.03,"LD"
4,"Shocks","Food",760,0.17,0.14,"LD"
4,"Shocks","Food",770,0.03,0.03,"LD"
4,"Shocks","Food",780,0.07,0.07,"LD"
4,"Shocks","Food",790,0.1,0.07,"LD"
4,"Shocks","Food",800,0.28,0.1,"LD"
4,"Shocks","Food",810,0.17,0.06,"LD"
4,"Shocks","Food",820,0.03,0.03,"LD"
4,"Shocks","Food",830,0.27,0.15,"LD"
4,"Shocks","Food",840,0.23,0.09,"LD"
4,"Shocks","Food",850,0.08,0.05,"LD"
4,"Shocks","Food",860,0.05,0.05,"LD"
4,"Shocks","Food",870,0.52,0.06,"LD"
4,"Shocks","Food",880,0.18,0.09,"LD"
4,"Shocks","Food",890,0.2,0.07,"LD"
4,"Shocks","Food",900,0.15,0.05,"LD"
4,"Shocks","Food",910,0.1,0.07,"LD"
4,"Shocks","Food",920,0.05,0.05,"LD"
4,"Shocks","Food",930,0.05,0.05,"LD"
4,"Shocks","Food",940,0.05,0.05,"LD"
4,"Shocks","Food",950,0.62,0.3,"LD"
4,"Shocks","Food",960,0.15,0.09,"LD"
4,"Shocks","Food",970,0.07,0.07,"LD"
4,"Shocks","Food",980,0.03,0.03,"LD"
4,"Shocks","Food",990,0.03,0.03,"LD"
4,"Shocks","Food",1000,0.33,0.21,"LD"
4,"Shocks","Food",1010,0.15,0.09,"LD"
4,"Shocks","Food",1020,0.33,0.12,"LD"
4,"Shocks","Food",1030,0.08,0.05,"LD"
4,"Shocks","Food",1040,0.2,0.11,"LD"
4,"Shocks","Food",1050,0.07,0.07,"LD"
4,"Shocks","Food",1060,0.07,0.07,"LD"
4,"Shocks","Food",1070,0,0,"LD"
4,"Shocks","Food",1080,0.15,0.06,"LD"
4,"Shocks","Food",1090,0.25,0.22,"LD"
4,"Shocks","Food",1100,0.05,0.05,"LD"
4,"Shocks","Food",1110,0.07,0.07,"LD"
4,"Shocks","Food",1120,0.07,0.07,"LD"
4,"Shocks","Food",1130,0.12,0.12,"LD"
4,"Shocks","Food",1140,0,0,"LD"
4,"Shocks","Food",1150,0.03,0.03,"LD"
4,"Shocks","Food",1160,0.12,0.08,"LD"
4,"Shocks","Food",1170,0.05,0.05,"LD"
4,"Shocks","Food",1180,0.03,0.03,"LD"
4,"Shocks","Food",1190,0,0,"LD"
4,"Shocks","Food",1200,0.23,0.09,"LD"
4,"Shocks","Food",1210,0.07,0.07,"LD"
4,"Shocks","Food",1220,0.03,0.03,"LD"
4,"Shocks","Food",1230,0.05,0.03,"LD"
4,"Shocks","Food",1240,0.05,0.03,"LD"
4,"Shocks","Food",1250,0,0,"LD"
4,"Shocks","Food",1260,0.1,0.07,"LD"
4,"Shocks","Food",1270,0.05,0.05,"LD"
4,"Shocks","Food",1280,0.08,0.05,"LD"
4,"Shocks","Food",1290,0.12,0.09,"LD"
4,"Shocks","Food",1300,0.15,0.03,"LD"
4,"Shocks","Food",1310,0.15,0.12,"LD"
4,"Shocks","Food",1320,0.1,0.06,"LD"
4,"Shocks","Food",1330,0.2,0.09,"LD"
4,"Shocks","Food",1340,0.1,0.07,"LD"
4,"Shocks","Food",1350,0.15,0.05,"LD"
4,"Shocks","Food",1360,0.3,0.17,"LD"
4,"Shocks","Food",1370,0.1,0.06,"LD"
4,"Shocks","Food",1380,0.15,0.12,"LD"
4,"Shocks","Food",1390,0.03,0.03,"LD"
4,"Shocks","Food",1400,0.12,0.06,"LD"
4,"Shocks","Food",1410,0.03,0.03,"LD"
4,"Shocks","Food",1420,0.05,0.03,"LD"
4,"Shocks","Food",1430,0.15,0.12,"LD"
1,"Baseline","Nest",0,1.45,0.19,"LD"
1,"Baseline","Nest",10,1.35,0.3,"LD"
1,"Baseline","Nest",20,1.9,0.31,"LD"
1,"Baseline","Nest",30,0.87,0.3,"LD"
1,"Baseline","Nest",40,1.45,0.36,"LD"
1,"Baseline","Nest",50,1.85,0.43,"LD"
1,"Baseline","Nest",60,1.62,0.46,"LD"
1,"Baseline","Nest",70,1.52,0.23,"LD"
1,"Baseline","Nest",80,1.22,0.38,"LD"
1,"Baseline","Nest",90,0.9,0.25,"LD"
1,"Baseline","Nest",100,1.4,0.56,"LD"
1,"Baseline","Nest",110,1.23,0.5,"LD"
1,"Baseline","Nest",120,0.4,0.27,"LD"
1,"Baseline","Nest",130,0.57,0.3,"LD"
1,"Baseline","Nest",140,0.55,0.32,"LD"
1,"Baseline","Nest",150,0.78,0.58,"LD"
1,"Baseline","Nest",160,0.68,0.64,"LD"
1,"Baseline","Nest",170,0.42,0.27,"LD"
1,"Baseline","Nest",180,0.55,0.49,"LD"
1,"Baseline","Nest",190,0.43,0.39,"LD"
1,"Baseline","Nest",200,0.25,0.25,"LD"
1,"Baseline","Nest",210,0.15,0.12,"LD"
1,"Baseline","Nest",220,0.23,0.09,"LD"
1,"Baseline","Nest",230,0.1,0.07,"LD"
1,"Baseline","Nest",240,0.53,0.43,"LD"
1,"Baseline","Nest",250,1.52,0.55,"LD"
1,"Baseline","Nest",260,1.48,0.53,"LD"
1,"Baseline","Nest",270,0.83,0.64,"LD"
1,"Baseline","Nest",280,1.45,0.63,"LD"
1,"Baseline","Nest",290,1.6,0.64,"LD"
1,"Baseline","Nest",300,1.85,0.4,"LD"
1,"Baseline","Nest",310,1.4,0.44,"LD"
1,"Baseline","Nest",320,1.83,0.21,"LD"
1,"Baseline","Nest",330,1.62,0.39,"LD"
1,"Baseline","Nest",340,1.42,0.59,"LD"
1,"Baseline","Nest",350,0.85,0.75,"LD"
1,"Baseline","Nest",360,1,0.64,"LD"
1,"Baseline","Nest",370,1.18,0.68,"LD"
1,"Baseline","Nest",380,1.08,0.52,"LD"
1,"Baseline","Nest",390,0.82,0.53,"LD"
1,"Baseline","Nest",400,0.3,0.3,"LD"
1,"Baseline","Nest",410,0.1,0.07,"LD"
1,"Baseline","Nest",420,0.15,0.15,"LD"
1,"Baseline","Nest",430,0.5,0.47,"LD"
1,"Baseline","Nest",440,1.07,0.94,"LD"
1,"Baseline","Nest",450,0.47,0.34,"LD"
1,"Baseline","Nest",460,0.55,0.49,"LD"
1,"Baseline","Nest",470,0.62,0.53,"LD"
1,"Baseline","Nest",480,0.17,0.1,"LD"
1,"Baseline","Nest",490,0.1,0.06,"LD"
1,"Baseline","Nest",500,0.12,0.09,"LD"
1,"Baseline","Nest",510,0.08,0.05,"LD"
1,"Baseline","Nest",520,0.12,0.08,"LD"
1,"Baseline","Nest",530,0.38,0.31,"LD"
1,"Baseline","Nest",540,0.53,0.46,"LD"
1,"Baseline","Nest",550,0.73,0.18,"LD"
1,"Baseline","Nest",560,1.3,0.51,"LD"
1,"Baseline","Nest",570,0.85,0.49,"LD"
1,"Baseline","Nest",580,0.53,0.49,"LD"
1,"Baseline","Nest",590,1.27,0.74,"LD"
1,"Baseline","Nest",600,0.9,0.53,"LD"
1,"Baseline","Nest",610,0.62,0.56,"LD"
1,"Baseline","Nest",620,0.37,0.28,"LD"
1,"Baseline","Nest",630,0.1,0.06,"LD"
1,"Baseline","Nest",640,0.05,0.05,"LD"
1,"Baseline","Nest",650,0.05,0.05,"LD"
1,"Baseline","Nest",660,0.2,0.14,"LD"
1,"Baseline","Nest",670,0.35,0.22,"LD"
1,"Baseline","Nest",680,0.95,0.33,"LD"
1,"Baseline","Nest",690,0.7,0.26,"LD"
1,"Baseline","Nest",700,1.1,0.5,"LD"
1,"Baseline","Nest",710,0.45,0.33,"LD"
1,"Baseline","Nest",720,0.2,0.09,"LD"
1,"Baseline","Nest",730,1.32,0.47,"LD"
1,"Baseline","Nest",740,1.37,0.35,"LD"
1,"Baseline","Nest",750,1.82,0.15,"LD"
1,"Baseline","Nest",760,1.25,0.39,"LD"
1,"Baseline","Nest",770,1.37,0.43,"LD"
1,"Baseline","Nest",780,1.05,0.53,"LD"
1,"Baseline","Nest",790,1.63,0.19,"LD"
1,"Baseline","Nest",800,2,0.52,"LD"
1,"Baseline","Nest",810,1.65,0.41,"LD"
1,"Baseline","Nest",820,1.4,0.12,"LD"
1,"Baseline","Nest",830,1.62,0.42,"LD"
1,"Baseline","Nest",840,1.25,0.6,"LD"
1,"Baseline","Nest",850,1.8,0.65,"LD"
1,"Baseline","Nest",860,1.1,0.54,"LD"
1,"Baseline","Nest",870,0.52,0.3,"LD"
1,"Baseline","Nest",880,0.55,0.36,"LD"
1,"Baseline","Nest",890,0.42,0.27,"LD"
1,"Baseline","Nest",900,1.02,0.57,"LD"
1,"Baseline","Nest",910,1,0.46,"LD"
1,"Baseline","Nest",920,1.82,0.61,"LD"
1,"Baseline","Nest",930,1.82,0.37,"LD"
1,"Baseline","Nest",940,1.37,0.21,"LD"
1,"Baseline","Nest",950,1,0.36,"LD"
1,"Baseline","Nest",960,0.68,0.29,"LD"
1,"Baseline","Nest",970,0.93,0.42,"LD"
1,"Baseline","Nest",980,1.92,0.36,"LD"
1,"Baseline","Nest",990,1.42,0.29,"LD"
1,"Baseline","Nest",1000,1.7,0.42,"LD"
1,"Baseline","Nest",1010,0.73,0.4,"LD"
1,"Baseline","Nest",1020,0.47,0.47,"LD"
1,"Baseline","Nest",1030,0.98,0.75,"LD"
1,"Baseline","Nest",1040,0.58,0.16,"LD"
1,"Baseline","Nest",1050,1.23,0.62,"LD"
1,"Baseline","Nest",1060,0.52,0.27,"LD"
1,"Baseline","Nest",1070,0.7,0.32,"LD"
1,"Baseline","Nest",1080,0.37,0.25,"LD"
1,"Baseline","Nest",1090,0.78,0.41,"LD"
1,"Baseline","Nest",1100,1.75,0.29,"LD"
1,"Baseline","Nest",1110,0.93,0.23,"LD"
1,"Baseline","Nest",1120,1.05,0.38,"LD"
1,"Baseline","Nest",1130,1.47,0.43,"LD"
1,"Baseline","Nest",1140,1.2,0.35,"LD"
1,"Baseline","Nest",1150,1.1,0.53,"LD"
1,"Baseline","Nest",1160,1.7,0.49,"LD"
1,"Baseline","Nest",1170,0.85,0.23,"LD"
1,"Baseline","Nest",1180,1.07,0.62,"LD"
1,"Baseline","Nest",1190,0.2,0.11,"LD"
1,"Baseline","Nest",1200,0.25,0.1,"LD"
1,"Baseline","Nest",1210,0.35,0.23,"LD"
1,"Baseline","Nest",1220,0.4,0.28,"LD"
1,"Baseline","Nest",1230,0.28,0.1,"LD"
1,"Baseline","Nest",1240,0.12,0.06,"LD"
1,"Baseline","Nest",1250,1.12,0.76,"LD"
1,"Baseline","Nest",1260,0.75,0.39,"LD"
1,"Baseline","Nest",1270,0.65,0.47,"LD"
1,"Baseline","Nest",1280,0.82,0.37,"LD"
1,"Baseline","Nest",1290,0.73,0.45,"LD"
1,"Baseline","Nest",1300,0.65,0.25,"LD"
1,"Baseline","Nest",1310,0.45,0.35,"LD"
1,"Baseline","Nest",1320,0.47,0.1,"LD"
1,"Baseline","Nest",1330,0.5,0.41,"LD"
1,"Baseline","Nest",1340,0.75,0.43,"LD"
1,"Baseline","Nest",1350,0.6,0.17,"LD"
1,"Baseline","Nest",1360,1.08,0.42,"LD"
1,"Baseline","Nest",1370,1.2,0.27,"LD"
1,"Baseline","Nest",1380,1.5,0.32,"LD"
1,"Baseline","Nest",1390,1.52,0.34,"LD"
1,"Baseline","Nest",1400,1.5,0.22,"LD"
1,"Baseline","Nest",1410,1.75,0.42,"LD"
1,"Baseline","Nest",1420,0.98,0.1,"LD"
1,"Baseline","Nest",1430,1.7,0.37,"LD"
1,"Shocks","Nest",0,1.75,0.23,"LD"
1,"Shocks","Nest",10,1.27,0.4,"LD"
1,"Shocks","Nest",20,0.87,0.37,"LD"
1,"Shocks","Nest",30,0.82,0.48,"LD"
1,"Shocks","Nest",40,0.6,0.4,"LD"
1,"Shocks","Nest",50,0.7,0.49,"LD"
1,"Shocks","Nest",60,0,0,"LD"
1,"Shocks","Nest",70,0,0,"LD"
1,"Shocks","Nest",80,0,0,"LD"
1,"Shocks","Nest",90,0,0,"LD"
1,"Shocks","Nest",100,0,0,"LD"
1,"Shocks","Nest",110,0,0,"LD"
1,"Shocks","Nest",120,0,0,"LD"
1,"Shocks","Nest",130,0.33,0.33,"LD"
1,"Shocks","Nest",140,0.17,0.17,"LD"
1,"Shocks","Nest",150,0.47,0.35,"LD"
1,"Shocks","Nest",160,0.73,0.5,"LD"
1,"Shocks","Nest",170,0.55,0.55,"LD"
1,"Shocks","Nest",180,0.25,0.25,"LD"
1,"Shocks","Nest",190,0.6,0.57,"LD"
1,"Shocks","Nest",200,0.1,0.1,"LD"
1,"Shocks","Nest",210,0.12,0.09,"LD"
1,"Shocks","Nest",220,0,0,"LD"
1,"Shocks","Nest",230,0.12,0.12,"LD"
1,"Shocks","Nest",240,0.07,0.07,"LD"
1,"Shocks","Nest",250,0.57,0.57,"LD"
1,"Shocks","Nest",260,0.35,0.35,"LD"
1,"Shocks","Nest",270,0.07,0.07,"LD"
1,"Shocks","Nest",280,0.87,0.87,"LD"
1,"Shocks","Nest",290,0.9,0.9,"LD"
1,"Shocks","Nest",300,0.97,0.79,"LD"
1,"Shocks","Nest",310,1.27,0.75,"LD"
1,"Shocks","Nest",320,1.58,0.93,"LD"
1,"Shocks","Nest",330,1.33,0.98,"LD"
1,"Shocks","Nest",340,1,0.93,"LD"
1,"Shocks","Nest",350,0.97,0.88,"LD"
1,"Shocks","Nest",360,1.48,0.74,"LD"
1,"Shocks","Nest",370,1.25,0.7,"LD"
1,"Shocks","Nest",380,1,0.61,"LD"
1,"Shocks","Nest",390,1.45,0.9,"LD"
1,"Shocks","Nest",400,1.05,0.62,"LD"
1,"Shocks","Nest",410,0.68,0.48,"LD"
1,"Shocks","Nest",420,1.37,0.81,"LD"
1,"Shocks","Nest",430,0.9,0.49,"LD"
1,"Shocks","Nest",440,0.45,0.42,"LD"
1,"Shocks","Nest",450,0,0,"LD"
1,"Shocks","Nest",460,0,0,"LD"
1,"Shocks","Nest",470,0.23,0.23,"LD"
1,"Shocks","Nest",480,0.05,0.03,"LD"
1,"Shocks","Nest",490,0.53,0.38,"LD"
1,"Shocks","Nest",500,0.1,0.1,"LD"
1,"Shocks","Nest",510,0.03,0.03,"LD"
1,"Shocks","Nest",520,0.33,0.26,"LD"
1,"Shocks","Nest",530,0,0,"LD"
1,"Shocks","Nest",540,0.2,0.14,"LD"
1,"Shocks","Nest",550,1.25,0.83,"LD"
1,"Shocks","Nest",560,1,0.52,"LD"
1,"Shocks","Nest",570,0.72,0.72,"LD"
1,"Shocks","Nest",580,0.62,0.44,"LD"
1,"Shocks","Nest",590,0,0,"LD"
1,"Shocks","Nest",600,0.7,0.7,"LD"
1,"Shocks","Nest",610,0.53,0.53,"LD"
1,"Shocks","Nest",620,0.07,0.07,"LD"
1,"Shocks","Nest",630,0.55,0.49,"LD"
1,"Shocks","Nest",640,0.4,0.28,"LD"
1,"Shocks","Nest",650,0.35,0.35,"LD"
1,"Shocks","Nest",660,0.4,0.23,"LD"
1,"Shocks","Nest",670,0.1,0.1,"LD"
1,"Shocks","Nest",680,0.07,0.07,"LD"
1,"Shocks","Nest",690,0.45,0.18,"LD"
1,"Shocks","Nest",700,0.42,0.15,"LD"
1,"Shocks","Nest",710,0.33,0.29,"LD"
1,"Shocks","Nest",720,0.92,0.37,"LD"
1,"Shocks","Nest",730,2.02,0.15,"LD"
1,"Shocks","Nest",740,2.22,0.14,"LD"
1,"Shocks","Nest",750,2.2,0.42,"LD"
1,"Shocks","Nest",760,1.85,0.23,"LD"
1,"Shocks","Nest",770,1.85,0.45,"LD"
1,"Shocks","Nest",780,2.17,0.43,"LD"
1,"Shocks","Nest",790,1.83,0.15,"LD"
1,"Shocks","Nest",800,1.4,0.58,"LD"
1,"Shocks","Nest",810,2.37,0.4,"LD"
1,"Shocks","Nest",820,2.33,0.26,"LD"
1,"Shocks","Nest",830,1.5,0.52,"LD"
1,"Shocks","Nest",840,1.35,0.66,"LD"
1,"Shocks","Nest",850,1.37,0.44,"LD"
1,"Shocks","Nest",860,1.75,0.6,"LD"
1,"Shocks","Nest",870,1.6,0.53,"LD"
1,"Shocks","Nest",880,1.3,0.44,"LD"
1,"Shocks","Nest",890,0.33,0.23,"LD"
1,"Shocks","Nest",900,0.47,0.1,"LD"
1,"Shocks","Nest",910,1.2,0.47,"LD"
1,"Shocks","Nest",920,1.15,0.39,"LD"
1,"Shocks","Nest",930,0.72,0.44,"LD"
1,"Shocks","Nest",940,1.07,0.49,"LD"
1,"Shocks","Nest",950,1.02,0.41,"LD"
1,"Shocks","Nest",960,1.23,0.49,"LD"
1,"Shocks","Nest",970,0.77,0.34,"LD"
1,"Shocks","Nest",980,0.35,0.28,"LD"
1,"Shocks","Nest",990,0.87,0.84,"LD"
1,"Shocks","Nest",1000,1.05,0.47,"LD"
1,"Shocks","Nest",1010,0.87,0.34,"LD"
1,"Shocks","Nest",1020,2.02,0.77,"LD"
1,"Shocks","Nest",1030,1.07,0.23,"LD"
1,"Shocks","Nest",1040,1.33,0.53,"LD"
1,"Shocks","Nest",1050,1.37,0.57,"LD"
1,"Shocks","Nest",1060,1.2,0.5,"LD"
1,"Shocks","Nest",1070,1.3,0.51,"LD"
1,"Shocks","Nest",1080,1.15,0.6,"LD"
1,"Shocks","Nest",1090,0.7,0.27,"LD"
1,"Shocks","Nest",1100,1.65,0.66,"LD"
1,"Shocks","Nest",1110,1.58,0.52,"LD"
1,"Shocks","Nest",1120,0.75,0.54,"LD"
1,"Shocks","Nest",1130,1.37,0.71,"LD"
1,"Shocks","Nest",1140,1.37,0.74,"LD"
1,"Shocks","Nest",1150,1.57,0.52,"LD"
1,"Shocks","Nest",1160,1.12,0.65,"LD"
1,"Shocks","Nest",1170,1.05,0.62,"LD"
1,"Shocks","Nest",1180,0.65,0.59,"LD"
1,"Shocks","Nest",1190,0.28,0.19,"LD"
1,"Shocks","Nest",1200,0.1,0.1,"LD"
1,"Shocks","Nest",1210,0.33,0.21,"LD"
1,"Shocks","Nest",1220,0.03,0.03,"LD"
1,"Shocks","Nest",1230,0.23,0.09,"LD"
1,"Shocks","Nest",1240,0.05,0.03,"LD"
1,"Shocks","Nest",1250,0.47,0.14,"LD"
1,"Shocks","Nest",1260,0.87,0.27,"LD"
1,"Shocks","Nest",1270,1.62,0.48,"LD"
1,"Shocks","Nest",1280,0.3,0.13,"LD"
1,"Shocks","Nest",1290,0.55,0.34,"LD"
1,"Shocks","Nest",1300,0.75,0.59,"LD"
1,"Shocks","Nest",1310,0.48,0.44,"LD"
1,"Shocks","Nest",1320,0.85,0.48,"LD"
1,"Shocks","Nest",1330,0.77,0.45,"LD"
1,"Shocks","Nest",1340,1.35,0.7,"LD"
1,"Shocks","Nest",1350,1.2,0.45,"LD"
1,"Shocks","Nest",1360,1.18,0.44,"LD"
1,"Shocks","Nest",1370,1.52,0.53,"LD"
1,"Shocks","Nest",1380,2.12,0.27,"LD"
1,"Shocks","Nest",1390,2.55,0.24,"LD"
1,"Shocks","Nest",1400,2.17,0.26,"LD"
1,"Shocks","Nest",1410,1.7,0.18,"LD"
1,"Shocks","Nest",1420,2.62,0.21,"LD"
1,"Shocks","Nest",1430,2.37,0.22,"LD"
1,"Baseline","Food",0,0.17,0.1,"LD"
1,"Baseline","Food",10,0,0,"LD"
1,"Baseline","Food",20,0.08,0.05,"LD"
1,"Baseline","Food",30,0.28,0.11,"LD"
1,"Baseline","Food",40,0.05,0.05,"LD"
1,"Baseline","Food",50,0.07,0.07,"LD"
1,"Baseline","Food",60,0,0,"LD"
1,"Baseline","Food",70,0.33,0.2,"LD"
1,"Baseline","Food",80,0.05,0.03,"LD"
1,"Baseline","Food",90,0.1,0.07,"LD"
1,"Baseline","Food",100,0.03,0.03,"LD"
1,"Baseline","Food",110,0.03,0.03,"LD"
1,"Baseline","Food",120,0.05,0.05,"LD"
1,"Baseline","Food",130,0,0,"LD"
1,"Baseline","Food",140,0,0,"LD"
1,"Baseline","Food",150,0.03,0.03,"LD"
1,"Baseline","Food",160,0,0,"LD"
1,"Baseline","Food",170,0,0,"LD"
1,"Baseline","Food",180,0.05,0.05,"LD"
1,"Baseline","Food",190,0,0,"LD"
1,"Baseline","Food",200,0,0,"LD"
1,"Baseline","Food",210,0,0,"LD"
1,"Baseline","Food",220,0,0,"LD"
1,"Baseline","Food",230,0,0,"LD"
1,"Baseline","Food",240,0,0,"LD"
1,"Baseline","Food",250,0.07,0.07,"LD"
1,"Baseline","Food",260,0,0,"LD"
1,"Baseline","Food",270,0.05,0.05,"LD"
1,"Baseline","Food",280,0.05,0.05,"LD"
1,"Baseline","Food",290,0,0,"LD"
1,"Baseline","Food",300,0.12,0.08,"LD"
1,"Baseline","Food",310,0.1,0.07,"LD"
1,"Baseline","Food",320,0,0,"LD"
1,"Baseline","Food",330,0,0,"LD"
1,"Baseline","Food",340,0,0,"LD"
1,"Baseline","Food",350,0,0,"LD"
1,"Baseline","Food",360,0,0,"LD"
1,"Baseline","Food",370,0.03,0.03,"LD"
1,"Baseline","Food",380,0,0,"LD"
1,"Baseline","Food",390,0,0,"LD"
1,"Baseline","Food",400,0,0,"LD"
1,"Baseline","Food",410,0,0,"LD"
1,"Baseline","Food",420,0,0,"LD"
1,"Baseline","Food",430,0.03,0.03,"LD"
1,"Baseline","Food",440,0.05,0.05,"LD"
1,"Baseline","Food",450,0.05,0.05,"LD"
1,"Baseline","Food",460,0,0,"LD"
1,"Baseline","Food",470,0,0,"LD"
1,"Baseline","Food",480,0,0,"LD"
1,"Baseline","Food",490,0,0,"LD"
1,"Baseline","Food",500,0,0,"LD"
1,"Baseline","Food",510,0,0,"LD"
1,"Baseline","Food",520,0,0,"LD"
1,"Baseline","Food",530,0,0,"LD"
1,"Baseline","Food",540,0,0,"LD"
1,"Baseline","Food",550,0.1,0.06,"LD"
1,"Baseline","Food",560,0.05,0.05,"LD"
1,"Baseline","Food",570,0.07,0.07,"LD"
1,"Baseline","Food",580,0,0,"LD"
1,"Baseline","Food",590,0,0,"LD"
1,"Baseline","Food",600,0.1,0.1,"LD"
1,"Baseline","Food",610,0,0,"LD"
1,"Baseline","Food",620,0,0,"LD"
1,"Baseline","Food",630,0,0,"LD"
1,"Baseline","Food",640,0,0,"LD"
1,"Baseline","Food",650,0,0,"LD"
1,"Baseline","Food",660,0,0,"LD"
1,"Baseline","Food",670,0.07,0.07,"LD"
1,"Baseline","Food",680,0,0,"LD"
1,"Baseline","Food",690,0.03,0.03,"LD"
1,"Baseline","Food",700,0.05,0.05,"LD"
1,"Baseline","Food",710,0,0,"LD"
1,"Baseline","Food",720,0.03,0.03,"LD"
1,"Baseline","Food",730,0.17,0.1,"LD"
1,"Baseline","Food",740,0.3,0.12,"LD"
1,"Baseline","Food",750,0.1,0.07,"LD"
1,"Baseline","Food",760,0.17,0.06,"LD"
1,"Baseline","Food",770,0.08,0.03,"LD"
1,"Baseline","Food",780,0.12,0.12,"LD"
1,"Baseline","Food",790,0.25,0.1,"LD"
1,"Baseline","Food",800,0.05,0.05,"LD"
1,"Baseline","Food",810,0.03,0.03,"LD"
1,"Baseline","Food",820,0.2,0.09,"LD"
1,"Baseline","Food",830,0.07,0.07,"LD"
1,"Baseline","Food",840,0.08,0.05,"LD"
1,"Baseline","Food",850,0.1,0.06,"LD"
1,"Baseline","Food",860,0,0,"LD"
1,"Baseline","Food",870,0,0,"LD"
1,"Baseline","Food",880,0.07,0.07,"LD"
1,"Baseline","Food",890,0.03,0.03,"LD"
1,"Baseline","Food",900,0,0,"LD"
1,"Baseline","Food",910,0.1,0.04,"LD"
1,"Baseline","Food",920,0.1,0.06,"LD"
1,"Baseline","Food",930,0.1,0.1,"LD"
1,"Baseline","Food",940,0,0,"LD"
1,"Baseline","Food",950,0.25,0.25,"LD"
1,"Baseline","Food",960,0.12,0.08,"LD"
1,"Baseline","Food",970,0.03,0.03,"LD"
1,"Baseline","Food",980,0.03,0.03,"LD"
