"Mouse","Stage","Behavior","Time","Amplitude","SEM","Condition"
4,"Shocks","Motion",1070,0.875,0.47,"DD"
4,"Shocks","Motion",1080,1.275,0.505,"DD"
4,"Shocks","Motion",1090,0.65,0.38,"DD"
4,"Shocks","Motion",1100,0.225,0.13,"DD"
4,"Shocks","Motion",1110,0.3,0.3,"DD"
4,"Shocks","Motion",1120,0,0,"DD"
4,"Shocks","Motion",1130,0.125,0.125,"DD"
4,"Shocks","Motion",1140,0.4,0.4,"DD"
4,"Shocks","Motion",1150,0.675,0.415,"DD"
4,"Shocks","Motion",1160,0.85,0.46,"DD"
4,"Shocks","Motion",1170,1.35,0.505,"DD"
4,"Shocks","Motion",1180,1.2,0.43,"DD"
4,"Shocks","Motion",1190,0.475,0.17,"DD"
4,"Shocks","Motion",1200,0.675,0.47,"DD"
4,"Shocks","Motion",1210,0.5,0.255,"DD"
4,"Shocks","Motion",1220,0.775,0.38,"DD"
4,"Shocks","Motion",1230,0.45,0.235,"DD"
4,"Shocks","Motion",1240,0.25,0.095,"DD"
4,"Shocks","Motion",1250,0.825,0.385,"DD"
4,"Shocks","Motion",1260,0.225,0.195,"DD"
4,"Shocks","Motion",1270,0.75,0.33,"DD"
4,"Shocks","Motion",1280,0.05,0.05,"DD"
4,"Shocks","Motion",1290,0.15,0.15,"DD"
4,"Shocks","Motion",1300,0.075,0.075,"DD"
4,"Shocks","Motion",1310,0.1,0.1,"DD"
4,"Shocks","Motion",1320,0.05,0.05,"DD"
4,"Shocks","Motion",1330,0,0,"DD"
4,"Shocks","Motion",1340,0.1,0.06,"DD"
4,"Shocks","Motion",1350,0.15,0.095,"DD"
4,"Shocks","Motion",1360,0,0,"DD"
4,"Shocks","Motion",1370,0.15,0.15,"DD"
4,"Shocks","Motion",1380,0.15,0.15,"DD"
4,"Shocks","Motion",1390,0.075,0.075,"DD"
4,"Shocks","Motion",1400,0.1,0.1,"DD"
4,"Shocks","Motion",1410,0.025,0.025,"DD"
4,"Shocks","Motion",1420,0,0,"DD"
4,"Shocks","Motion",1430,0.1,0.1,"DD"
4,"Baseline","Nest",0,0,0,"DD"
4,"Baseline","Nest",10,0.1,0.1,"DD"
4,"Baseline","Nest",20,0.5,0.44,"DD"
4,"Baseline","Nest",30,0.25,0.22,"DD"
4,"Baseline","Nest",40,0.07,0.07,"DD"
4,"Baseline","Nest",50,0.5,0.5,"DD"
4,"Baseline","Nest",60,0,0,"DD"
4,"Baseline","Nest",70,0.03,0.03,"DD"
4,"Baseline","Nest",80,0.03,0.03,"DD"
4,"Baseline","Nest",90,0.1,0.04,"DD"
4,"Baseline","Nest",100,0,0,"DD"
4,"Baseline","Nest",110,0,0,"DD"
4,"Baseline","Nest",120,0.25,0.25,"DD"
4,"Baseline","Nest",130,0.03,0.03,"DD"
4,"Baseline","Nest",140,0,0,"DD"
4,"Baseline","Nest",150,0.05,0.03,"DD"
4,"Baseline","Nest",160,0.12,0.12,"DD"
4,"Baseline","Nest",170,0.12,0.08,"DD"
4,"Baseline","Nest",180,0.23,0.13,"DD"
4,"Baseline","Nest",190,0.03,0.03,"DD"
4,"Baseline","Nest",200,0.05,0.05,"DD"
4,"Baseline","Nest",210,0.03,0.03,"DD"
4,"Baseline","Nest",220,0,0,"DD"
4,"Baseline","Nest",230,0,0,"DD"
4,"Baseline","Nest",240,0,0,"DD"
4,"Baseline","Nest",250,0.03,0.03,"DD"
4,"Baseline","Nest",260,0.03,0.03,"DD"
4,"Baseline","Nest",270,0.03,0.03,"DD"
4,"Baseline","Nest",280,0.03,0.03,"DD"
4,"Baseline","Nest",290,0.07,0.07,"DD"
4,"Baseline","Nest",300,0,0,"DD"
4,"Baseline","Nest",310,0.15,0.15,"DD"
4,"Baseline","Nest",320,0.6,0.4,"DD"
4,"Baseline","Nest",330,0.55,0.39,"DD"
4,"Baseline","Nest",340,0.2,0.14,"DD"
4,"Baseline","Nest",350,0.28,0.28,"DD"
4,"Baseline","Nest",360,0.42,0.36,"DD"
4,"Baseline","Nest",370,0.47,0.47,"DD"
4,"Baseline","Nest",380,0.25,0.18,"DD"
4,"Baseline","Nest",390,0.17,0.17,"DD"
4,"Baseline","Nest",400,0.65,0.53,"DD"
4,"Baseline","Nest",410,0.1,0.1,"DD"
4,"Baseline","Nest",420,0.03,0.03,"DD"
4,"Baseline","Nest",430,0.05,0.05,"DD"
4,"Baseline","Nest",440,0.03,0.03,"DD"
4,"Baseline","Nest",450,0,0,"DD"
4,"Baseline","Nest",460,0.07,0.07,"DD"
4,"Baseline","Nest",470,0.7,0.4,"DD"
4,"Baseline","Nest",480,0.82,0.69,"DD"
4,"Baseline","Nest",490,1.02,0.58,"DD"
4,"Baseline","Nest",500,0.97,0.5,"DD"
4,"Baseline","Nest",510,0.5,0.43,"DD"
4,"Baseline","Nest",520,0.4,0.37,"DD"
4,"Baseline","Nest",530,0.25,0.25,"DD"
4,"Baseline","Nest",540,0,0,"DD"
4,"Baseline","Nest",550,0.1,0.1,"DD"
4,"Baseline","Nest",560,0.07,0.07,"DD"
4,"Baseline","Nest",570,0.12,0.12,"DD"
4,"Baseline","Nest",580,0,0,"DD"
4,"Baseline","Nest",590,0.1,0.1,"DD"
4,"Baseline","Nest",600,0.05,0.05,"DD"
4,"Baseline","Nest",610,0.68,0.39,"DD"
4,"Baseline","Nest",620,0.12,0.08,"DD"
4,"Baseline","Nest",630,1.17,0.61,"DD"
4,"Baseline","Nest",640,0.78,0.4,"DD"
4,"Baseline","Nest",650,0.37,0.25,"DD"
4,"Baseline","Nest",660,0.47,0.28,"DD"
4,"Baseline","Nest",670,0.43,0.25,"DD"
4,"Baseline","Nest",680,0.9,0.3,"DD"
4,"Baseline","Nest",690,1.05,0.51,"DD"
4,"Baseline","Nest",700,1.05,0.14,"DD"
4,"Baseline","Nest",710,2,0.25,"DD"
4,"Baseline","Nest",720,0.98,0.35,"DD"
4,"Baseline","Nest",730,0.68,0.27,"DD"
4,"Baseline","Nest",740,1,0.17,"DD"
4,"Baseline","Nest",750,1,0.37,"DD"
4,"Baseline","Nest",760,0.7,0.35,"DD"
4,"Baseline","Nest",770,0.9,0.32,"DD"
4,"Baseline","Nest",780,0.55,0.28,"DD"
4,"Baseline","Nest",790,0.95,0.42,"DD"
4,"Baseline","Nest",800,1.12,0.35,"DD"
4,"Baseline","Nest",810,0.68,0.38,"DD"
4,"Baseline","Nest",820,0.35,0.2,"DD"
4,"Baseline","Nest",830,0.73,0.36,"DD"
4,"Baseline","Nest",840,0.53,0.19,"DD"
4,"Baseline","Nest",850,0.85,0.34,"DD"
4,"Baseline","Nest",860,0.75,0.3,"DD"
4,"Baseline","Nest",870,0.87,0.33,"DD"
4,"Baseline","Nest",880,0.4,0.4,"DD"
4,"Baseline","Nest",890,0.2,0.07,"DD"
4,"Baseline","Nest",900,1.2,0.56,"DD"
4,"Baseline","Nest",910,0.28,0.11,"DD"
4,"Baseline","Nest",920,1.02,0.6,"DD"
4,"Baseline","Nest",930,0.82,0.55,"DD"
4,"Baseline","Nest",940,0.65,0.33,"DD"
4,"Baseline","Nest",950,0.33,0.29,"DD"
4,"Baseline","Nest",960,0.33,0.33,"DD"
4,"Baseline","Nest",970,0.58,0.51,"DD"
4,"Baseline","Nest",980,0.47,0.35,"DD"
4,"Baseline","Nest",990,0.43,0.27,"DD"
4,"Baseline","Nest",1000,0.68,0.61,"DD"
4,"Baseline","Nest",1010,1.25,0.4,"DD"
4,"Baseline","Nest",1020,1.4,0.21,"DD"
4,"Baseline","Nest",1030,1.27,0.31,"DD"
4,"Baseline","Nest",1040,1.7,0.11,"DD"
4,"Baseline","Nest",1050,0.8,0.48,"DD"
4,"Baseline","Nest",1060,0.82,0.49,"DD"
4,"Baseline","Nest",1070,0.68,0.68,"DD"
4,"Baseline","Nest",1080,0.5,0.4,"DD"
4,"Baseline","Nest",1090,0.07,0.07,"DD"
4,"Baseline","Nest",1100,0.3,0.24,"DD"
4,"Baseline","Nest",1110,0.58,0.39,"DD"
4,"Baseline","Nest",1120,0.45,0.39,"DD"
4,"Baseline","Nest",1130,0.45,0.21,"DD"
4,"Baseline","Nest",1140,0.28,0.17,"DD"
4,"Baseline","Nest",1150,0.22,0.17,"DD"
4,"Baseline","Nest",1160,0.4,0.19,"DD"
4,"Baseline","Nest",1170,0.65,0.43,"DD"
4,"Baseline","Nest",1180,0.87,0.35,"DD"
4,"Baseline","Nest",1190,1.17,0.49,"DD"
4,"Baseline","Nest",1200,0.5,0.22,"DD"
4,"Baseline","Nest",1210,1.68,0.19,"DD"
4,"Baseline","Nest",1220,1.02,0.45,"DD"
4,"Baseline","Nest",1230,0.98,0.57,"DD"
4,"Baseline","Nest",1240,0.9,0.41,"DD"
4,"Baseline","Nest",1250,0.8,0.35,"DD"
4,"Baseline","Nest",1260,1.02,0.37,"DD"
4,"Baseline","Nest",1270,1,0.15,"DD"
4,"Baseline","Nest",1280,1.6,0.33,"DD"
4,"Baseline","Nest",1290,1.18,0.27,"DD"
4,"Baseline","Nest",1300,0.75,0.23,"DD"
4,"Baseline","Nest",1310,1.55,0.52,"DD"
4,"Baseline","Nest",1320,1.2,0.35,"DD"
4,"Baseline","Nest",1330,1.03,0.38,"DD"
4,"Baseline","Nest",1340,0.3,0.1,"DD"
4,"Baseline","Nest",1350,0.05,0.05,"DD"
4,"Baseline","Nest",1360,0.03,0.03,"DD"
4,"Baseline","Nest",1370,0.03,0.03,"DD"
4,"Baseline","Nest",1380,0.23,0.23,"DD"
4,"Baseline","Nest",1390,0.28,0.21,"DD"
4,"Baseline","Nest",1400,0.48,0.38,"DD"
4,"Baseline","Nest",1410,0.48,0.38,"DD"
4,"Baseline","Nest",1420,0.4,0.4,"DD"
4,"Baseline","Nest",1430,0.12,0.12,"DD"
4,"Post","Nest",0,0,0,"DD"
4,"Post","Nest",10,0,0,"DD"
4,"Post","Nest",20,0.05,0.05,"DD"
4,"Post","Nest",30,0.17,0.14,"DD"
4,"Post","Nest",40,0.12,0.12,"DD"
4,"Post","Nest",50,0,0,"DD"
4,"Post","Nest",60,0,0,"DD"
4,"Post","Nest",70,0,0,"DD"
4,"Post","Nest",80,0,0,"DD"
4,"Post","Nest",90,0.08,0.05,"DD"
4,"Post","Nest",100,0.2,0.14,"DD"
4,"Post","Nest",110,0.35,0.35,"DD"
4,"Post","Nest",120,0.42,0.42,"DD"
4,"Post","Nest",130,0,0,"DD"
4,"Post","Nest",140,0,0,"DD"
4,"Post","Nest",150,0.03,0.03,"DD"
4,"Post","Nest",160,0.15,0.12,"DD"
4,"Post","Nest",170,0.4,0.37,"DD"
4,"Post","Nest",180,0.07,0.07,"DD"
4,"Post","Nest",190,0,0,"DD"
4,"Post","Nest",200,0,0,"DD"
4,"Post","Nest",210,0.1,0.1,"DD"
4,"Post","Nest",220,0,0,"DD"
4,"Post","Nest",230,0.03,0.03,"DD"
4,"Post","Nest",240,0.15,0.15,"DD"
4,"Post","Nest",250,0.4,0.4,"DD"
4,"Post","Nest",260,0,0,"DD"
4,"Post","Nest",270,0.03,0.03,"DD"
4,"Post","Nest",280,0,0,"DD"
4,"Post","Nest",290,0.05,0.05,"DD"
4,"Post","Nest",300,0.22,0.17,"DD"
4,"Post","Nest",310,0.62,0.62,"DD"
4,"Post","Nest",320,0.47,0.47,"DD"
4,"Post","Nest",330,0.1,0.1,"DD"
4,"Post","Nest",340,0.08,0.05,"DD"
4,"Post","Nest",350,0.07,0.07,"DD"
4,"Post","Nest",360,0.2,0.2,"DD"
4,"Post","Nest",370,0.37,0.26,"DD"
4,"Post","Nest",380,0.55,0.36,"DD"
4,"Post","Nest",390,0.17,0.1,"DD"
4,"Post","Nest",400,0,0,"DD"
4,"Post","Nest",410,0.1,0.06,"DD"
4,"Post","Nest",420,0.1,0.1,"DD"
4,"Post","Nest",430,0,0,"DD"
4,"Post","Nest",440,0,0,"DD"
4,"Post","Nest",450,0,0,"DD"
4,"Post","Nest",460,0,0,"DD"
4,"Post","Nest",470,0,0,"DD"
4,"Post","Nest",480,0.03,0.03,"DD"
4,"Post","Nest",490,0,0,"DD"
4,"Post","Nest",500,0,0,"DD"
4,"Post","Nest",510,0.3,0.21,"DD"
4,"Post","Nest",520,0.62,0.28,"DD"
4,"Post","Nest",530,0.4,0.22,"DD"
4,"Post","Nest",540,1,0.57,"DD"
4,"Post","Nest",550,1.07,0.46,"DD"
4,"Post","Nest",560,1.8,0.15,"DD"
4,"Post","Nest",570,1.23,0.2,"DD"
4,"Post","Nest",580,1.72,0.33,"DD"
4,"Post","Nest",590,1.2,0.41,"DD"
4,"Post","Nest",600,1.57,0.46,"DD"
4,"Post","Nest",610,1.65,0.21,"DD"
4,"Post","Nest",620,1.62,0.3,"DD"
4,"Post","Nest",630,1.85,0.14,"DD"
4,"Post","Nest",640,2.45,0.56,"DD"
4,"Post","Nest",650,2.2,0.6,"DD"
4,"Post","Nest",660,2.12,0.3,"DD"
4,"Post","Nest",670,1.1,0.47,"DD"
4,"Post","Nest",680,1.23,0.52,"DD"
4,"Post","Nest",690,1.12,0.58,"DD"
4,"Post","Nest",700,0.9,0.53,"DD"
4,"Post","Nest",710,0.6,0.53,"DD"
4,"Post","Nest",720,1.05,0.51,"DD"
4,"Post","Nest",730,0.82,0.34,"DD"
4,"Post","Nest",740,1.28,0.66,"DD"
4,"Post","Nest",750,0.6,0.41,"DD"
4,"Post","Nest",760,0.62,0.5,"DD"
4,"Post","Nest",770,1.15,0.64,"DD"
4,"Post","Nest",780,0.75,0.45,"DD"
4,"Post","Nest",790,1.05,0.53,"DD"
4,"Post","Nest",800,1.57,0.55,"DD"
4,"Post","Nest",810,1.43,0.38,"DD"
4,"Post","Nest",820,0.98,0.34,"DD"
4,"Post","Nest",830,0.88,0.52,"DD"
4,"Post","Nest",840,1.3,0.57,"DD"
4,"Post","Nest",850,1.75,0.23,"DD"
4,"Post","Nest",860,1.43,0.4,"DD"
4,"Post","Nest",870,1.3,0.53,"DD"
4,"Post","Nest",880,0.97,0.41,"DD"
4,"Post","Nest",890,0.7,0.57,"DD"
4,"Post","Nest",900,1.12,0.76,"DD"
4,"Post","Nest",910,1.58,0.64,"DD"
4,"Post","Nest",920,1.55,0.06,"DD"
4,"Post","Nest",930,0.95,0.31,"DD"
4,"Post","Nest",940,0.6,0.5,"DD"
4,"Post","Nest",950,0.33,0.33,"DD"
4,"Post","Nest",960,0.62,0.56,"DD"
4,"Post","Nest",970,0.3,0.27,"DD"
4,"Post","Nest",980,0.27,0.15,"DD"
4,"Post","Nest",990,0.05,0.05,"DD"
4,"Post","Nest",1000,0.1,0.07,"DD"
4,"Post","Nest",1010,0.1,0.06,"DD"
4,"Post","Nest",1020,0.47,0.33,"DD"
4,"Post","Nest",1030,0.3,0.3,"DD"
4,"Post","Nest",1040,0.53,0.46,"DD"
4,"Post","Nest",1050,0.15,0.12,"DD"
4,"Post","Nest",1060,0.03,0.03,"DD"
4,"Post","Nest",1070,0.53,0.34,"DD"
4,"Post","Nest",1080,0.85,0.51,"DD"
4,"Post","Nest",1090,0.7,0.26,"DD"
4,"Post","Nest",1100,1.58,0.5,"DD"
4,"Post","Nest",1110,0.98,0.29,"DD"
4,"Post","Nest",1120,1.12,0.37,"DD"
4,"Post","Nest",1130,0.6,0.38,"DD"
4,"Post","Nest",1140,0.28,0.21,"DD"
4,"Post","Nest",1150,0.68,0.64,"DD"
4,"Post","Nest",1160,0.45,0.18,"DD"
4,"Post","Nest",1170,0.82,0.35,"DD"
4,"Post","Nest",1180,1.4,0.51,"DD"
4,"Post","Nest",1190,1.4,0.49,"DD"
4,"Post","Nest",1200,1.7,0.44,"DD"
4,"Post","Nest",1210,0.85,0.39,"DD"
4,"Post","Nest",1220,1.02,0.52,"DD"
4,"Post","Nest",1230,1.2,0.51,"DD"
4,"Post","Nest",1240,1.53,0.47,"DD"
4,"Post","Nest",1250,1.65,0.33,"DD"
4,"Post","Nest",1260,1.45,0.33,"DD"
4,"Post","Nest",1270,1.25,0.5,"DD"
4,"Post","Nest",1280,0.65,0.24,"DD"
4,"Post","Nest",1290,0.07,0.07,"DD"
4,"Post","Nest",1300,0.25,0.25,"DD"
4,"Post","Nest",1310,0.12,0.12,"DD"
4,"Post","Nest",1320,0.1,0.1,"DD"
4,"Post","Nest",1330,0.5,0.5,"DD"
4,"Post","Nest",1340,0.28,0.21,"DD"
4,"Post","Nest",1350,0,0,"DD"
4,"Post","Nest",1360,0.05,0.05,"DD"
4,"Post","Nest",1370,0,0,"DD"
4,"Post","Nest",1380,0,0,"DD"
4,"Post","Nest",1390,0.12,0.12,"DD"
4,"Post","Nest",1400,0.65,0.65,"DD"
4,"Post","Nest",1410,0.25,0.17,"DD"
4,"Post","Nest",1420,0.15,0.12,"DD"
4,"Post","Nest",1430,0.12,0.12,"DD"
4,"Shocks","Nest",0,0.05,0.03,"DD"
4,"Shocks","Nest",10,0,0,"DD"
4,"Shocks","Nest",20,0.03,0.03,"DD"
4,"Shocks","Nest",30,0,0,"DD"
4,"Shocks","Nest",40,0,0,"DD"
4,"Shocks","Nest",50,0.35,0.26,"DD"
4,"Shocks","Nest",60,0.07,0.07,"DD"
4,"Shocks","Nest",70,0,0,"DD"
4,"Shocks","Nest",80,0.12,0.08,"DD"
4,"Shocks","Nest",90,0.23,0.23,"DD"
4,"Shocks","Nest",100,0.33,0.33,"DD"
4,"Shocks","Nest",110,0.23,0.23,"DD"
4,"Shocks","Nest",120,0,0,"DD"
4,"Shocks","Nest",130,0,0,"DD"
4,"Shocks","Nest",140,0.03,0.03,"DD"
4,"Shocks","Nest",150,0.05,0.05,"DD"
4,"Shocks","Nest",160,0,0,"DD"
4,"Shocks","Nest",170,0,0,"DD"
4,"Shocks","Nest",180,0.03,0.03,"DD"
4,"Shocks","Nest",190,0,0,"DD"
4,"Shocks","Nest",200,0.1,0.06,"DD"
4,"Shocks","Nest",210,0.23,0.19,"DD"
4,"Shocks","Nest",220,0.65,0.39,"DD"
4,"Shocks","Nest",230,0.68,0.4,"DD"
4,"Shocks","Nest",240,0.1,0.04,"DD"
4,"Shocks","Nest",250,0,0,"DD"
4,"Shocks","Nest",260,0,0,"DD"
4,"Shocks","Nest",270,0,0,"DD"
4,"Shocks","Nest",280,0.08,0.05,"DD"
4,"Shocks","Nest",290,0.03,0.03,"DD"
4,"Shocks","Nest",300,0.28,0.24,"DD"
4,"Shocks","Nest",310,0.4,0.4,"DD"
4,"Shocks","Nest",320,0.1,0.1,"DD"
4,"Shocks","Nest",330,0,0,"DD"
4,"Shocks","Nest",340,0.05,0.03,"DD"
4,"Shocks","Nest",350,0.03,0.03,"DD"
4,"Shocks","Nest",360,0.4,0.27,"DD"
4,"Shocks","Nest",370,0.8,0.45,"DD"
4,"Shocks","Nest",380,0.62,0.4,"DD"
4,"Shocks","Nest",390,0.35,0.32,"DD"
4,"Shocks","Nest",400,0.2,0.11,"DD"
4,"Shocks","Nest",410,0.28,0.28,"DD"
4,"Shocks","Nest",420,0,0,"DD"
4,"Shocks","Nest",430,0.03,0.03,"DD"
4,"Shocks","Nest",440,0.03,0.03,"DD"
4,"Shocks","Nest",450,0,0,"DD"
4,"Shocks","Nest",460,0.07,0.07,"DD"
4,"Shocks","Nest",470,0.3,0.3,"DD"
4,"Shocks","Nest",480,0.6,0.6,"DD"
4,"Shocks","Nest",490,0,0,"DD"
4,"Shocks","Nest",500,0.3,0.21,"DD"
4,"Shocks","Nest",510,0.12,0.12,"DD"
4,"Shocks","Nest",520,0.53,0.38,"DD"
4,"Shocks","Nest",530,0.85,0.47,"DD"
4,"Shocks","Nest",540,0.75,0.48,"DD"
4,"Shocks","Nest",550,1.35,0.52,"DD"
4,"Shocks","Nest",560,1.37,0.36,"DD"
4,"Shocks","Nest",570,2.05,0.62,"DD"
4,"Shocks","Nest",580,1.53,0.45,"DD"
4,"Shocks","Nest",590,2,0.73,"DD"
4,"Shocks","Nest",600,1.42,0.22,"DD"
4,"Shocks","Nest",610,2.12,0.29,"DD"
4,"Shocks","Nest",620,1.65,0.23,"DD"
4,"Shocks","Nest",630,1.6,0.52,"DD"
4,"Shocks","Nest",640,1.15,0.48,"DD"
4,"Shocks","Nest",650,1.3,0.51,"DD"
4,"Shocks","Nest",660,1.4,0.48,"DD"
4,"Shocks","Nest",670,1.67,0.63,"DD"
4,"Shocks","Nest",680,1.2,0.54,"DD"
4,"Shocks","Nest",690,1.3,0.44,"DD"
4,"Shocks","Nest",700,0.9,0.35,"DD"
4,"Shocks","Nest",710,1.05,0.41,"DD"
4,"Shocks","Nest",720,0.68,0.47,"DD"
4,"Shocks","Nest",730,0.58,0.42,"DD"
4,"Shocks","Nest",740,0.8,0.48,"DD"
4,"Shocks","Nest",750,1.25,0.45,"DD"
4,"Shocks","Nest",760,0.17,0.14,"DD"
4,"Shocks","Nest",770,0.6,0.19,"DD"
4,"Shocks","Nest",780,0.6,0.3,"DD"
4,"Shocks","Nest",790,0.95,0.54,"DD"
4,"Shocks","Nest",800,0.62,0.28,"DD"
4,"Shocks","Nest",810,0.98,0.32,"DD"
4,"Shocks","Nest",820,1.07,0.47,"DD"
4,"Shocks","Nest",830,0.47,0.18,"DD"
4,"Shocks","Nest",840,1.68,0.85,"DD"
4,"Shocks","Nest",850,1.25,0.58,"DD"
4,"Shocks","Nest",860,0.92,0.56,"DD"
4,"Shocks","Nest",870,1.5,0.44,"DD"
4,"Shocks","Nest",880,1.5,0.52,"DD"
4,"Shocks","Nest",890,1.45,0.53,"DD"
4,"Shocks","Nest",900,1.68,0.54,"DD"
4,"Shocks","Nest",910,1.57,0.51,"DD"
4,"Shocks","Nest",920,0.65,0.34,"DD"
4,"Shocks","Nest",930,0.7,0.49,"DD"
4,"Shocks","Nest",940,0.43,0.27,"DD"
4,"Shocks","Nest",950,0.75,0.42,"DD"
4,"Shocks","Nest",960,0.93,0.36,"DD"
4,"Shocks","Nest",970,0.47,0.33,"DD"
4,"Shocks","Nest",980,1.17,0.69,"DD"
4,"Shocks","Nest",990,0.72,0.43,"DD"
4,"Shocks","Nest",1000,0.2,0.17,"DD"
4,"Shocks","Nest",1010,0.43,0.24,"DD"
4,"Shocks","Nest",1020,0.73,0.44,"DD"
4,"Shocks","Nest",1030,1.08,0.63,"DD"
4,"Shocks","Nest",1040,0.55,0.23,"DD"
4,"Shocks","Nest",1050,1.05,0.59,"DD"
4,"Shocks","Nest",1060,0.93,0.51,"DD"
4,"Shocks","Nest",1070,0.65,0.32,"DD"
4,"Shocks","Nest",1080,0.55,0.25,"DD"
4,"Shocks","Nest",1090,0.97,0.56,"DD"
4,"Shocks","Nest",1100,0.5,0.26,"DD"
4,"Shocks","Nest",1110,0,0,"DD"
4,"Shocks","Nest",1120,0,0,"DD"
4,"Shocks","Nest",1130,0.5,0.44,"DD"
4,"Shocks","Nest",1140,0.97,0.39,"DD"
4,"Shocks","Nest",1150,0.7,0.32,"DD"
4,"Shocks","Nest",1160,1.22,0.34,"DD"
4,"Shocks","Nest",1170,1.95,0.13,"DD"
4,"Shocks","Nest",1180,1.68,0.25,"DD"
4,"Shocks","Nest",1190,1.55,0.3,"DD"
4,"Shocks","Nest",1200,1.45,0.54,"DD"
4,"Shocks","Nest",1210,0.78,0.46,"DD"
4,"Shocks","Nest",1220,0.7,0.4,"DD"
4,"Shocks","Nest",1230,0.9,0.37,"DD"
4,"Shocks","Nest",1240,1,0.53,"DD"
4,"Shocks","Nest",1250,0.77,0.4,"DD"
4,"Shocks","Nest",1260,1.12,0.38,"DD"
4,"Shocks","Nest",1270,1.15,0.63,"DD"
4,"Shocks","Nest",1280,0.73,0.44,"DD"
4,"Shocks","Nest",1290,0.55,0.46,"DD"
4,"Shocks","Nest",1300,0.4,0.3,"DD"
4,"Shocks","Nest",1310,0.17,0.17,"DD"
4,"Shocks","Nest",1320,0.23,0.23,"DD"
4,"Shocks","Nest",1330,0.37,0.22,"DD"
4,"Shocks","Nest",1340,0.6,0.6,"DD"
4,"Shocks","Nest",1350,0.48,0.44,"DD"
4,"Shocks","Nest",1360,0.07,0.07,"DD"
4,"Shocks","Nest",1370,0,0,"DD"
4,"Shocks","Nest",1380,0.05,0.05,"DD"
4,"Shocks","Nest",1390,0.05,0.05,"DD"
4,"Shocks","Nest",1400,0,0,"DD"
4,"Shocks","Nest",1410,0.17,0.12,"DD"
4,"Shocks","Nest",1420,0.12,0.12,"DD"
4,"Shocks","Nest",1430,0,0,"DD"
5,"Baseline","Motion",0,0,0,"DD"
5,"Baseline","Motion",10,0,0,"DD"
5,"Baseline","Motion",20,0.3,0.175,"DD"
5,"Baseline","Motion",30,0.275,0.16,"DD"
5,"Baseline","Motion",40,0,0,"DD"
5,"Baseline","Motion",50,0,0,"DD"
5,"Baseline","Motion",60,0.25,0.25,"DD"
5,"Baseline","Motion",70,0.5,0.41,"DD"
5,"Baseline","Motion",80,0.175,0.12,"DD"
5,"Baseline","Motion",90,0.15,0.15,"DD"
5,"Baseline","Motion",100,0,0,"DD"
5,"Baseline","Motion",110,0,0,"DD"
5,"Baseline","Motion",120,0,0,"DD"
5,"Baseline","Motion",130,0.025,0.025,"DD"
5,"Baseline","Motion",140,0.1,0.1,"DD"
5,"Baseline","Motion",150,0,0,"DD"
5,"Baseline","Motion",160,0,0,"DD"
5,"Baseline","Motion",170,0,0,"DD"
5,"Baseline","Motion",180,0.05,0.05,"DD"
5,"Baseline","Motion",190,0,0,"DD"
5,"Baseline","Motion",200,0.2,0.2,"DD"
5,"Baseline","Motion",210,0.05,0.05,"DD"
5,"Baseline","Motion",220,0.1,0.1,"DD"
5,"Baseline","Motion",230,0.2,0.125,"DD"
5,"Baseline","Motion",240,0.45,0.45,"DD"
5,"Baseline","Motion",250,0.125,0.125,"DD"
5,"Baseline","Motion",260,0,0,"DD"
5,"Baseline","Motion",270,0.025,0.025,"DD"
5,"Baseline","Motion",280,0,0,"DD"
5,"Baseline","Motion",290,0,0,"DD"
5,"Baseline","Motion",300,0,0,"DD"
5,"Baseline","Motion",310,0,0,"DD"
5,"Baseline","Motion",320,0.05,0.05,"DD"
5,"Baseline","Motion",330,0,0,"DD"
5,"Baseline","Motion",340,0,0,"DD"
5,"Baseline","Motion",350,0,0,"DD"
5,"Baseline","Motion",360,0.625,0.39,"DD"
5,"Baseline","Motion",370,0.975,0.575,"DD"
5,"Baseline","Motion",380,0.5,0.335,"DD"
5,"Baseline","Motion",390,0.05,0.05,"DD"
5,"Baseline","Motion",400,0,0,"DD"
5,"Baseline","Motion",410,0,0,"DD"
5,"Baseline","Motion",420,0.225,0.165,"DD"
5,"Baseline","Motion",430,0,0,"DD"
5,"Baseline","Motion",440,0.575,0.43,"DD"
5,"Baseline","Motion",450,0.325,0.325,"DD"
5,"Baseline","Motion",460,0.2,0.2,"DD"
5,"Baseline","Motion",470,0.5,0.5,"DD"
5,"Baseline","Motion",480,0.525,0.49,"DD"
5,"Baseline","Motion",490,1.175,0.68,"DD"
5,"Baseline","Motion",500,1.375,0.475,"DD"
5,"Baseline","Motion",510,1.125,0.435,"DD"
5,"Baseline","Motion",520,1.225,0.41,"DD"
5,"Baseline","Motion",530,0.9,0.48,"DD"
5,"Baseline","Motion",540,0.675,0.395,"DD"
5,"Baseline","Motion",550,0.625,0.475,"DD"
5,"Baseline","Motion",560,0.75,0.405,"DD"
5,"Baseline","Motion",570,0.925,0.46,"DD"
5,"Baseline","Motion",580,1,0.415,"DD"
5,"Baseline","Motion",590,0.525,0.495,"DD"
5,"Baseline","Motion",600,1.05,0.235,"DD"
5,"Baseline","Motion",610,0.625,0.31,"DD"
5,"Baseline","Motion",620,0.975,0.36,"DD"
5,"Baseline","Motion",630,1.325,0.28,"DD"
5,"Baseline","Motion",640,0.9,0.28,"DD"
